Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SCN_CN15_9153_CEI109", 13.8, 1,    7818.36,   -0.8,   0.98129, 2,    7818.36, -120.8,   0.98129, 3,    7818.36,  119.2,   0.98129
"SCN_CN15_9154_CEI109", 13.8, 1,    7816.46,   -0.8,   0.98105, 2,    7816.46, -120.8,   0.98105, 3,    7816.46,  119.2,   0.98105
"SCN_CN15_9098_CEI131_ATV", 13.8, 1,    7764.63,   -0.7,   0.97455, 2,    7764.63, -120.7,   0.97455, 3,    7764.63,  119.3,   0.97455
"SCN_CN15_9097_CEI131_ATV", 13.8, 1,    7764.63,   -0.7,   0.97455, 2,    7764.63, -120.7,   0.97455, 3,    7764.63,  119.3,   0.97455
"SCN_CN15_9079_CEI201_ATV", 13.8, 1,    7747.21,   -0.7,   0.97236, 2,    7747.21, -120.7,   0.97236, 3,    7747.21,  119.3,   0.97236
"SCN_CN15_9080_CEI201_ATV", 13.8, 1,    7747.21,   -0.7,   0.97236, 2,    7747.21, -120.7,   0.97236, 3,    7747.21,  119.3,   0.97236
"SCN_CN15_9356_CEI109", 13.8, 1,    7757.44,   -0.7,   0.97364, 2,    7757.44, -120.7,   0.97364, 3,    7757.44,  119.3,   0.97364
"SCN_CN15_9349_CEI109", 13.8, 1,    7757.53,   -0.7,   0.97365, 2,    7757.53, -120.7,   0.97365, 3,    7757.53,  119.3,   0.97365
"SCN_CN15_9039_CEI201_ATV", 13.8, 1,    7757.62,   -0.7,   0.97367, 2,    7757.62, -120.7,   0.97367, 3,    7757.62,  119.3,   0.97367
"SCN_CN15_9021_CEI201_ATV", 13.8, 1,    7756.55,   -0.7,   0.97353, 2,    7756.55, -120.7,   0.97353, 3,    7756.55,  119.3,   0.97353
"SCN_CN15_9022_CEI201_ATV", 13.8, 1,     7756.6,   -0.7,   0.97354, 2,     7756.6, -120.7,   0.97354, 3,     7756.6,  119.3,   0.97354
"SCN_CN15_9274_CEI109", 13.8, 1,    7764.59,   -0.7,   0.97454, 2,    7764.59, -120.7,   0.97454, 3,    7764.59,  119.3,   0.97454
"SCN_CN15_9275_CEI109", 13.8, 1,    7764.97,   -0.7,   0.97459, 2,    7764.97, -120.7,   0.97459, 3,    7764.97,  119.3,   0.97459
"SCN_CN15_9269_CEI109", 13.8, 1,     7764.2,   -0.7,   0.97449, 2,     7764.2, -120.7,   0.97449, 3,     7764.2,  119.3,   0.97449
"SCN_CN15_9053_CEI201_ATV", 13.8, 1,    7758.17,   -0.7,   0.97374, 2,    7758.17, -120.7,   0.97374, 3,    7758.17,  119.3,   0.97374
"SCN_CN15_9485_CEI109", 13.8, 1,    7758.17,   -0.7,   0.97374, 2,    7758.17, -120.7,   0.97374, 3,    7758.17,  119.3,   0.97374
"SCN_CN15_421165_CEI", 13.8, 1,    7743.33,   -0.7,   0.97187, 2,    7743.33, -120.7,   0.97187, 3,    7743.33,  119.3,   0.97187
"SCN_CN15_421166_CEI", 13.8, 1,     7743.1,   -0.7,   0.97184, 2,     7743.1, -120.7,   0.97184, 3,     7743.1,  119.3,   0.97184
"SCN_CN15_9143_CEI69B", 13.8, 1,    7742.87,   -0.7,   0.97181, 2,    7742.87, -120.7,   0.97181, 3,    7742.87,  119.3,   0.97181
"SCN_CN15_9141_CEI201_ATV", 13.8, 1,    7743.33,   -0.7,   0.97187, 2,    7743.33, -120.7,   0.97187, 3,    7743.33,  119.3,   0.97187
"SCN_CN15_9129_CEI201_ATV", 13.8, 1,    7741.83,   -0.7,   0.97168, 2,    7741.83, -120.7,   0.97168, 3,    7741.83,  119.3,   0.97168
"SCN_CN15_9008_CEI220_ATV", 13.8, 1,    7741.83,   -0.7,   0.97168, 2,    7741.83, -120.7,   0.97168, 3,    7741.83,  119.3,   0.97168
"SCN_CN15_421168_CEI", 13.8, 1,    7760.49,   -0.7,   0.97403, 2,    7760.49, -120.7,   0.97403, 3,    7760.49,  119.3,   0.97403
"SCN_CN15_9015_CEI109", 13.8, 1,    7760.49,   -0.7,   0.97403, 2,    7760.49, -120.7,   0.97403, 3,    7760.49,  119.3,   0.97403
"SCN_CN15_421185_CEI", 13.8, 1,    7756.21,   -0.7,   0.97349, 2,    7756.21, -120.7,   0.97349, 3,    7756.21,  119.3,   0.97349
"SCN_CN15_9162_CEI220_ATV_S", 13.8, 1,    7756.54,   -0.7,   0.97353, 2,    7756.54, -120.7,   0.97353, 3,    7756.54,  119.3,   0.97353
"SCN_CN15_421186_CEI", 13.8, 1,    7755.89,   -0.7,   0.97345, 2,    7755.89, -120.7,   0.97345, 3,    7755.89,  119.3,   0.97345
"SCN_CN15_421187_CEI", 13.8, 1,    7755.56,   -0.7,   0.97341, 2,    7755.56, -120.7,   0.97341, 3,    7755.56,  119.3,   0.97341
"SCN_CN15_421169_CEI", 13.8, 1,    7755.24,   -0.7,   0.97337, 2,    7755.24, -120.7,   0.97337, 3,    7755.24,  119.3,   0.97337
"SCN_CN15_9012_CEI120", 13.8, 1,    7755.83,   -0.7,   0.97344, 2,    7755.83, -120.7,   0.97344, 3,    7755.83,  119.3,   0.97344
"SCN_CN15_421170_CEI", 13.8, 1,    7754.32,   -0.7,   0.97325, 2,    7754.32, -120.7,   0.97325, 3,    7754.32,  119.3,   0.97325
"SCN_CN15_421171_CEI", 13.8, 1,    7754.32,   -0.7,   0.97325, 2,    7754.32, -120.7,   0.97325, 3,    7754.32,  119.3,   0.97325
"SCN_CN15_421172_CEI", 13.8, 1,    7754.32,   -0.7,   0.97325, 2,    7754.32, -120.7,   0.97325, 3,    7754.32,  119.3,   0.97325
"SCN_CN15_421173_CEI", 13.8, 1,    7754.32,   -0.7,   0.97325, 2,    7754.32, -120.7,   0.97325, 3,    7754.32,  119.3,   0.97325
"SCN_CN15_421174_CEI", 13.8, 1,    7754.32,   -0.7,   0.97325, 2,    7754.32, -120.7,   0.97325, 3,    7754.32,  119.3,   0.97325
"SCN_CN15_421175_CEI", 13.8, 1,     7753.4,   -0.7,   0.97314, 2,     7753.4, -120.7,   0.97314, 3,     7753.4,  119.3,   0.97314
"SCN_CN15_421176_CEI", 13.8, 1,     7753.4,   -0.7,   0.97314, 2,     7753.4, -120.7,   0.97314, 3,     7753.4,  119.3,   0.97314
"SCN_CN15_421177_CEI", 13.8, 1,     7753.4,   -0.7,   0.97314, 2,     7753.4, -120.7,   0.97314, 3,     7753.4,  119.3,   0.97314
"SCN_CN15_421178_CEI", 13.8, 1,     7753.4,   -0.7,   0.97314, 2,     7753.4, -120.7,   0.97314, 3,     7753.4,  119.3,   0.97314
"SCN_CN15_421179_CEI", 13.8, 1,    7752.49,   -0.7,   0.97302, 2,    7752.49, -120.7,   0.97302, 3,    7752.49,  119.3,   0.97302
"SCN_CN15_9047_CEI130_ATV", 13.8, 1,    7751.57,   -0.7,   0.97291, 2,    7751.57, -120.7,   0.97291, 3,    7751.57,  119.3,   0.97291
"SCN_CN15_421180_CEI", 13.8, 1,    7751.57,   -0.7,   0.97291, 2,    7751.57, -120.7,   0.97291, 3,    7751.57,  119.3,   0.97291
