Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.L_65634614,    526.351,   -37.09,    526.351,  -157.09,    526.351,    82.91,          0,     0.00, 1.31216E-007,    23.20,    526.351,   142.91,    526.351,    22.91,    526.351,   -97.09,          0,     0.00, 1.28311E-007,  -154.64
Line.L_65634616,    526.351,   -37.09,    526.351,  -157.09,    526.351,    82.91,          0,     0.00, 1.30841E-007,    24.83,    526.351,   142.91,    526.351,    22.91,    526.351,   -97.09,          0,     0.00, 1.28091E-007,  -154.37
Line.L_65634617,    526.351,   -37.09,    526.351,  -157.09,    526.351,    82.91,          0,     0.00, 1.25301E-007,    22.28,    526.351,   142.91,    526.351,    22.91,    526.351,   -97.09,          0,     0.00, 1.24087E-007,  -157.96
Line.L_65634618,    526.351,   -37.09,    526.351,  -157.09,    526.351,    82.91,          0,     0.00, 1.23401E-007,    22.40,    526.351,   142.91,    526.351,    22.91,    526.351,   -97.09,          0,     0.00, 1.22011E-007,  -158.04
Line.L_65634619,    526.351,   -37.09,    526.351,  -157.09,    526.351,    82.91,          0,     0.00, 1.17783E-007,    21.09,    526.351,   142.91,    526.351,    22.91,    526.351,   -97.09,          0,     0.00, 1.19247E-007,  -157.74
Line.L_65634621,    526.351,   -37.09,    526.351,  -157.09,    526.351,    82.91,          0,     0.00, 1.20286E-007,    22.30,    526.351,   142.91,    526.351,    22.91,    526.351,   -97.09,          0,     0.00, 1.22618E-007,  -157.92
Line.L_65634622,    526.351,   -37.09,    526.351,  -157.09,    526.351,    82.91,          0,     0.00, 1.20231E-007,    20.40,    526.351,   142.91,    526.351,    22.91,    526.351,   -97.09,          0,     0.00, 1.21266E-007,  -159.55
Line.L_65634623,    526.351,   -37.09,    526.351,  -157.09,    526.351,    82.91,          0,     0.00, 1.14488E-007,    21.97,    526.351,   142.91,    526.351,    22.91,    526.351,   -97.09,          0,     0.00, 1.17688E-007,  -158.41
Line.L_65634624,    526.351,   -37.09,    526.351,  -157.09,    526.351,    82.91,          0,     0.00, 1.18217E-007,    21.01,    526.351,   142.91,    526.351,    22.91,    526.351,   -97.09,          0,     0.00,  1.18E-007,  -159.92
Line.L_65634625,    526.351,   -37.09,    526.351,  -157.09,    526.351,    82.91,          0,     0.00, 1.15352E-007,    21.80,    526.351,   142.91,    526.351,    22.91,    526.351,   -97.09,          0,     0.00, 1.10481E-007,  -160.04
Line.L_65634631,    526.351,   -37.09,    526.351,  -157.09,    526.351,    82.91,          0,     0.00, 1.15081E-007,    23.87,    526.351,   142.91,    526.351,    22.91,    526.351,   -97.09,          0,     0.00, 1.14315E-007,  -158.24
Line.L_65634632,    526.351,   -37.09,    526.351,  -157.09,    526.351,    82.91,          0,     0.00, 1.07921E-007,    21.25,    526.351,   142.91,    526.351,    22.91,    526.351,   -97.09,          0,     0.00, 1.10589E-007,  -161.34
Line.L_65634633,    526.351,   -37.09,    526.351,  -157.09,    526.351,    82.91,          0,     0.00, 1.10429E-007,    21.26,    526.351,   142.91,    526.351,    22.91,    526.351,   -97.09,          0,     0.00, 1.11837E-007,  -159.53
Line.L_65634634,    526.351,   -37.09,    526.351,  -157.09,    526.351,    82.91,          0,     0.00, 1.07816E-007,    19.69,    526.351,   142.91,    526.351,    22.91,    526.351,   -97.09,          0,     0.00, 1.06613E-007,  -161.41
Line.L_65634635,    526.351,   -37.09,    526.351,  -157.09,    526.351,    82.91,          0,     0.00, 1.1319E-007,    24.03,    526.351,   142.91,    526.351,    22.91,    526.351,   -97.09,          0,     0.00, 1.11549E-007,  -157.93
Line.SW_0607_S06, 4.29815E-007,   -33.69, 3.57628E-007,     0.00, 2.38419E-007,     0.00,          0,     0.00, 9.83025E-007,   -14.04, 4.91512E-007,    75.96, 8.34465E-007,     0.00, 5.3312E-007,  -116.57,          0,     0.00, 7.15256E-007,     0.00
Load.CARGA_PONTA_0607_PIOR_CASO_EXTREMO,    526.351,   -37.09,    526.351,  -157.09,    526.351,    82.91, 1.07904E-007,  -158.28,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
