Element, Terminal, P(kW), Q(kvar),  P_Normal, Q_Normal, P_Emergency, Q_Emergency
"Line.L_BSB_MT_2354"    ,   1,        -8.4,        -3.8,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_2354"    ,   2,         8.4,         3.8
"Line.L_BSB_MT_2355"    ,   1,       112.8,        51.0,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_2355"    ,   2,      -112.8,       -51.0
"Line.L_BSB_MT_2704"    ,   1,        98.0,        45.1,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_2704"    ,   2,       -98.0,       -45.1
"Line.L_BSB_MT_2706"    ,   1,       -28.7,       -13.0,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_2706"    ,   2,        28.7,        13.0
"Line.L_BSB_MT_2035"    ,   1,         8.4,         3.8,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_2035"    ,   2,        -8.4,        -3.8
"Line.L_BSB_MT_2036"    ,   1,         8.4,         3.8,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_2036"    ,   2,        -8.4,        -3.8
"Line.L_BSB_MT_2037"    ,   1,         8.4,         3.8,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_2037"    ,   2,        -8.4,        -3.8
"Line.L_BSB_MT_2038"    ,   1,         8.4,         3.8,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_2038"    ,   2,        -8.4,        -3.8
"Line.L_BSB_MT_2040"    ,   1,        20.9,         9.5,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_2040"    ,   2,       -20.9,        -9.5
"Line.L_BSB_MT_20401"   ,   1,       -20.9,        -9.5,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_20401"   ,   2,        20.9,         9.5
"Line.L_BSB_MT_2041"    ,   1,        20.9,         9.5,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_2041"    ,   2,       -20.9,        -9.5
"Line.L_BSB_MT_2042"    ,   1,        20.9,         9.5,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_2042"    ,   2,       -20.9,        -9.5
"Line.L_BSB_MT_2043"    ,   1,        20.9,         9.5,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_2043"    ,   2,       -20.9,        -9.5
"Line.L_BSB_MT_2044"    ,   1,        20.9,         9.5,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_2044"    ,   2,       -20.9,        -9.5
"Line.L_BSB_MT_2045"    ,   1,        20.9,         9.5,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_2045"    ,   2,       -20.9,        -9.5
