Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"S06_0615_11464606", 13.8, 1,    7902.92,   -0.4,    0.9919, 2,    7902.92, -120.4,    0.9919, 3,    7902.92,  119.6,    0.9919
"S06_0615_11459241", 13.8, 1,    7901.75,   -0.4,   0.99176, 2,    7901.75, -120.4,   0.99176, 3,    7901.75,  119.6,   0.99176
"S06_0615_11459242", 13.8, 1,    7897.06,   -0.4,   0.99117, 2,    7897.06, -120.4,   0.99117, 3,    7897.06,  119.6,   0.99117
"S06_0615_11459243", 13.8, 1,    7895.88,   -0.3,   0.99102, 2,    7895.88, -120.3,   0.99102, 3,    7895.88,  119.7,   0.99102
"S06_0615_11458664", 13.8, 1,    7891.19,   -0.3,   0.99043, 2,    7891.19, -120.3,   0.99043, 3,    7891.19,  119.7,   0.99043
"S06_0615_11454864", 13.8, 1,    7890.02,   -0.3,   0.99028, 2,    7890.02, -120.3,   0.99028, 3,    7890.02,  119.7,   0.99028
"S06_0615_11295799", 13.8, 1,    7877.12,   -0.3,   0.98866, 2,    7877.12, -120.3,   0.98866, 3,    7877.12,  119.7,   0.98866
"S06_0615_11264599", 13.8, 1,    7877.12,   -0.3,   0.98866, 2,    7877.12, -120.3,   0.98866, 3,    7877.12,  119.7,   0.98866
"S06_0615_11464608", 13.8, 1,    7885.33,   -0.3,   0.98969, 2,    7885.33, -120.3,   0.98969, 3,    7885.33,  119.7,   0.98969
"S06_0615_11464609", 13.8, 1,    7884.15,   -0.3,   0.98955, 2,    7884.15, -120.3,   0.98955, 3,    7884.15,  119.7,   0.98955
"S06_0615_11459249", 13.8, 1,    7879.46,   -0.3,   0.98896, 2,    7879.46, -120.3,   0.98896, 3,    7879.46,  119.7,   0.98896
"S06_0615_11464610", 13.8, 1,    7878.29,   -0.3,   0.98881, 2,    7878.29, -120.3,   0.98881, 3,    7878.29,  119.7,   0.98881
"S06_0615_11230923", 13.8, 1,    7858.06,   -0.3,   0.98627, 2,    7858.06, -120.3,   0.98627, 3,    7858.06,  119.7,   0.98627
"S06_0615_11230924", 13.8, 1,    7857.18,   -0.3,   0.98616, 2,    7857.18, -120.3,   0.98616, 3,    7857.18,  119.7,   0.98616
"S06_0615_11264598", 13.8, 1,    7877.12,   -0.3,   0.98866, 2,    7877.12, -120.3,   0.98866, 3,    7877.12,  119.7,   0.98866
"S06_0615_11254888", 13.8, 1,    7877.12,   -0.3,   0.98866, 2,    7877.12, -120.3,   0.98866, 3,    7877.12,  119.7,   0.98866
"S06_0615_11231085", 13.8, 1,    7877.12,   -0.3,   0.98866, 2,    7877.12, -120.3,   0.98866, 3,    7877.12,  119.7,   0.98866
"S06_0615_11231078", 13.8, 1,    7877.12,   -0.3,   0.98866, 2,    7877.12, -120.3,   0.98866, 3,    7877.12,  119.7,   0.98866
"S06_0615_11231082", 13.8, 1,    7875.94,   -0.3,   0.98852, 2,    7875.94, -120.3,   0.98852, 3,    7875.94,  119.7,   0.98852
"S06_0615_11231081", 13.8, 1,    7874.77,   -0.3,   0.98837, 2,    7874.77, -120.3,   0.98837, 3,    7874.77,  119.7,   0.98837
"S06_0615_11231095", 13.8, 1,    7871.25,   -0.3,   0.98793, 2,    7871.25, -120.3,   0.98793, 3,    7871.25,  119.7,   0.98793
"S06_0615_11231091", 13.8, 1,    7870.08,   -0.3,   0.98778, 2,    7870.08, -120.3,   0.98778, 3,    7870.08,  119.7,   0.98778
"S06_0615_11230918", 13.8, 1,    7862.67,   -0.3,   0.98685, 2,    7862.67, -120.3,   0.98685, 3,    7862.67,  119.7,   0.98685
"S06_0615_11230921", 13.8, 1,    7861.72,   -0.3,   0.98673, 2,    7861.72, -120.3,   0.98673, 3,    7861.72,  119.7,   0.98673
"S06_0615_11230929", 13.8, 1,    7865.53,   -0.3,   0.98721, 2,    7865.53, -120.3,   0.98721, 3,    7865.53,  119.7,   0.98721
"S06_0615_11230931", 13.8, 1,    7864.58,   -0.3,   0.98709, 2,    7864.58, -120.3,   0.98709, 3,    7864.58,  119.7,   0.98709
"S06_0615_11230917", 13.8, 1,    7863.63,   -0.3,   0.98697, 2,    7863.63, -120.3,   0.98697, 3,    7863.63,  119.7,   0.98697
"S06_0615_11230928", 13.8, 1,    7860.77,   -0.3,   0.98661, 2,    7860.77, -120.3,   0.98661, 3,    7860.77,  119.7,   0.98661
"S06_0615_11230930", 13.8, 1,    7859.82,   -0.3,   0.98649, 2,    7859.82, -120.3,   0.98649, 3,    7859.82,  119.7,   0.98649
"S06_0615_11231083", 13.8, 1,    7877.12,   -0.3,   0.98866, 2,    7877.12, -120.3,   0.98866, 3,    7877.12,  119.7,   0.98866
"S06_0615_11458663", 13.8, 1,    7888.85,   -0.3,   0.99014, 2,    7888.85, -120.3,   0.99014, 3,    7888.85,  119.7,   0.99014
"S06_0615_11230933", 13.8, 1,    7858.94,   -0.3,   0.98638, 2,    7858.94, -120.3,   0.98638, 3,    7858.94,  119.7,   0.98638
"S06_0615_11254897", 13.8, 1,    7877.12,   -0.3,   0.98866, 2,    7877.12, -120.3,   0.98866, 3,    7877.12,  119.7,   0.98866
"S06_0615_11254899", 13.8, 1,    7877.12,   -0.3,   0.98866, 2,    7877.12, -120.3,   0.98866, 3,    7877.12,  119.7,   0.98866
"S06_0615_11231079", 13.8, 1,    7877.12,   -0.3,   0.98866, 2,    7877.12, -120.3,   0.98866, 3,    7877.12,  119.7,   0.98866
"S06_0615_11264603", 13.8, 1,    7877.12,   -0.3,   0.98866, 2,    7877.12, -120.3,   0.98866, 3,    7877.12,  119.7,   0.98866
"S06_0615_11264604", 13.8, 1,    7877.12,   -0.3,   0.98866, 2,    7877.12, -120.3,   0.98866, 3,    7877.12,  119.7,   0.98866
"S06_0615_11459247", 13.8, 1,    7880.63,   -0.3,   0.98911, 2,    7880.63, -120.3,   0.98911, 3,    7880.63,  119.7,   0.98911
"S06_0615_11459250", 13.8, 1,    7882.98,   -0.3,    0.9894, 2,    7882.98, -120.3,    0.9894, 3,    7882.98,  119.7,    0.9894
"S06_0615_11459246", 13.8, 1,    7881.81,   -0.3,   0.98925, 2,    7881.81, -120.3,   0.98925, 3,    7881.81,  119.7,   0.98925
"S06_0615_11230925", 13.8, 1,    7856.31,   -0.3,   0.98605, 2,    7856.31, -120.3,   0.98605, 3,    7856.31,  119.7,   0.98605
"S06_0615_11230914", 13.8, 1,    7855.43,   -0.3,   0.98594, 2,    7855.43, -120.3,   0.98594, 3,    7855.43,  119.7,   0.98594
"S06_0615_11295801", 13.8, 1,    7877.12,   -0.3,   0.98866, 2,    7877.12, -120.3,   0.98866, 3,    7877.12,  119.7,   0.98866
"S06_0615_11295800", 13.8, 1,    7877.12,   -0.3,   0.98866, 2,    7877.12, -120.3,   0.98866, 3,    7877.12,  119.7,   0.98866
"S06_0615_11231076", 13.8, 1,    7877.12,   -0.3,   0.98866, 2,    7877.12, -120.3,   0.98866, 3,    7877.12,  119.7,   0.98866
"S06_0615_11231077", 13.8, 1,    7877.12,   -0.3,   0.98866, 2,    7877.12, -120.3,   0.98866, 3,    7877.12,  119.7,   0.98866
"S06_0615_11459244", 13.8, 1,    7894.71,   -0.3,   0.99087, 2,    7894.71, -120.3,   0.99087, 3,    7894.71,  119.7,   0.99087
"S06_0615_11254896", 13.8, 1,    7877.12,   -0.3,   0.98866, 2,    7877.12, -120.3,   0.98866, 3,    7877.12,  119.7,   0.98866
"S06_0615_11231062", 13.8, 1,     7873.6,   -0.3,   0.98822, 2,     7873.6, -120.3,   0.98822, 3,     7873.6,  119.7,   0.98822
"S06_0615_11231090", 13.8, 1,     7868.9,   -0.3,   0.98763, 2,     7868.9, -120.3,   0.98763, 3,     7868.9,  119.7,   0.98763
"S06_0615_11231086", 13.8, 1,    7872.42,   -0.3,   0.98808, 2,    7872.42, -120.3,   0.98808, 3,    7872.42,  119.7,   0.98808
"S06_0615_11464602", 13.8, 1,    7902.92,   -0.4,    0.9919, 2,    7902.92, -120.4,    0.9919, 3,    7902.92,  119.6,    0.9919
