Element, Terminal, P(kW), Q(kvar),  P_Normal, Q_Normal, P_Emergency, Q_Emergency
"Line.L_BSB_MT_8922"    ,   1,     -3242.4,     -1491.5,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_8922"    ,   2,      3242.6,      1491.6
"Line.L_BSB_MT_639"     ,   1,        11.1,         5.1,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_639"     ,   2,       -11.1,        -5.1
"Line.L_BSB_MT_3447"    ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3447"    ,   2,         0.0,        -0.0
"Line.L_BSB_MT_3001"    ,   1,        -8.4,        -3.8,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3001"    ,   2,         8.4,         3.8
"Line.L_BSB_MT_3004"    ,   1,      -251.0,      -113.7,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3004"    ,   2,       251.0,       113.8
"Line.L_BSB_MT_3005"    ,   1,      -876.5,      -260.3,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3005"    ,   2,       876.5,       260.4
"Line.L_BSB_MT_3006"    ,   1,      -250.9,      -113.7,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3006"    ,   2,       250.9,       113.7
"Line.L_BSB_MT_3007"    ,   1,        83.6,        37.9,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3007"    ,   2,       -83.6,       -37.9
"Line.L_BSB_MT_3015"    ,   1,        62.7,        28.4,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3015"    ,   2,       -62.7,       -28.4
"Line.L_BSB_MT_3016"    ,   1,       209.1,        94.8,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3016"    ,   2,      -209.1,       -94.8
"Line.L_BSB_MT_3019"    ,   1,      -625.6,      -146.6,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3019"    ,   2,       625.6,       146.6
"Line.L_BSB_MT_3020"    ,   1,       125.4,        56.8,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3020"    ,   2,      -125.4,       -56.8
"Line.L_BSB_MT_3021"    ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3021"    ,   2,         0.0,        -0.0
"Line.L_BSB_MT_3022"    ,   1,        -0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3022"    ,   2,        -0.0,        -0.0
"Line.L_BSB_MT_3023"    ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3023"    ,   2,         0.0,         0.0
"Line.L_BSB_MT_3025"    ,   1,       625.6,       146.6,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3025"    ,   2,      -625.5,      -146.6
"Line.L_BSB_MT_3026"    ,   1,      -625.5,      -146.6,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3026"    ,   2,       625.5,       146.6
"Line.L_BSB_MT_3027"    ,   1,      -625.5,      -146.6,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3027"    ,   2,       625.5,       146.6
"Line.L_BSB_MT_3028"    ,   1,      -600.3,      -135.2,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3028"    ,   2,       600.4,       135.3
"Line.L_BSB_MT_3029"    ,   1,      -600.3,      -135.2,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3029"    ,   2,       600.3,       135.2
"Line.L_BSB_MT_3030"    ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3030"    ,   2,        -0.0,        -0.0
"Line.L_BSB_MT_3031"    ,   1,       313.8,       142.2,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3031"    ,   2,      -313.8,      -142.2
"Line.L_BSB_MT_3032"    ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3032"    ,   2,         0.0,         0.0
"Line.L_BSB_MT_3049"    ,   1,        -8.4,        -3.8,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3049"    ,   2,         8.4,         3.8
"Line.L_BSB_MT_3050"    ,   1,       -90.6,       -41.0,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3050"    ,   2,        90.6,        41.0
"Line.L_BSB_MT_3051"    ,   1,       -90.6,       -41.0,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3051"    ,   2,        90.6,        41.0
"Line.L_BSB_MT_3052"    ,   1,       -90.6,       -41.0,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3052"    ,   2,        90.6,        41.0
"Line.L_BSB_MT_3053"    ,   1,       -27.9,       -12.6,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3053"    ,   2,        27.9,        12.6
"Line.L_BSB_MT_3054"    ,   1,       304.0,       137.7,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3054"    ,   2,      -304.0,      -137.7
"Line.L_BSB_MT_3055"    ,   1,      -313.8,      -142.2,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3055"    ,   2,       313.8,       142.2
"Line.L_BSB_MT_3056"    ,   1,      -250.9,      -113.7,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3056"    ,   2,       250.9,       113.7
"Line.L_BSB_MT_3057"    ,   1,       355.6,       161.2,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3057"    ,   2,      -355.6,      -161.2
"Line.L_BSB_MT_3058"    ,   1,       355.5,       161.2,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3058"    ,   2,      -355.5,      -161.2
"Line.L_BSB_MT_3059"    ,   1,       355.5,       161.2,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3059"    ,   2,      -355.4,      -161.1
"Line.L_BSB_MT_101"     ,   1,     -2272.5,     -1030.9,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_101"     ,   2,      2272.6,      1031.1
"Line.L_BSB_MT_102"     ,   1,       -62.7,       -28.4,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_102"     ,   2,        62.7,        28.4
"Line.L_BSB_MT_7583"    ,   1,        79.4,        36.0,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_7583"    ,   2,       -79.4,       -36.0
"Line.L_BSB_MT_7586"    ,   1,      -161.0,        63.8,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_7586"    ,   2,       161.0,       -63.8
"Line.L_BSB_MT_7587"    ,   1,       209.2,        94.7,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_7587"    ,   2,      -209.2,       -94.7
"Line.L_BSB_MT_7588"    ,   1,       313.6,       142.2,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_7588"    ,   2,      -313.6,      -142.2
"Line.L_BSB_MT_76"      ,   1,     -2368.8,     -1075.4,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_76"      ,   2,      2368.9,      1075.6
"Line.L_BSB_MT_7627"    ,   1,       194.7,       225.1,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_7627"    ,   2,      -194.7,      -225.1
"Line.L_BSB_MT_7629"    ,   1,       209.1,        94.8,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_7629"    ,   2,      -209.1,       -94.8
"Line.L_BSB_MT_3066"    ,   1,      -125.4,       -56.9,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3066"    ,   2,       125.4,        56.9
"Line.L_BSB_MT_3067"    ,   1,       355.5,       161.2,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3067"    ,   2,      -355.5,      -161.2
"Line.L_BSB_MT_3068"    ,   1,       313.6,       142.2,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3068"    ,   2,      -313.6,      -142.2
"Line.L_BSB_MT_3069"    ,   1,       250.9,       113.7,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3069"    ,   2,      -250.9,      -113.7
"Line.L_BSB_MT_3070"    ,   1,       194.6,       225.1,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3070"    ,   2,      -194.5,      -225.1
"Line.L_BSB_MT_3071"    ,   1,       194.6,       225.1,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3071"    ,   2,      -194.6,      -225.1
"Line.L_BSB_MT_3072"    ,   1,       194.6,       225.1,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3072"    ,   2,      -194.6,      -225.1
"Line.L_BSB_MT_3073"    ,   1,       194.7,       225.1,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3073"    ,   2,      -194.6,      -225.1
"Line.L_BSB_MT_3074"    ,   1,       219.8,       236.5,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3074"    ,   2,      -219.8,      -236.5
"Line.L_BSB_MT_3075"    ,   1,       219.8,       236.5,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3075"    ,   2,      -219.8,      -236.5
"Line.L_BSB_MT_3076"    ,   1,       345.4,       293.4,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3076"    ,   2,      -345.3,      -293.4
"Line.L_BSB_MT_3077"    ,   1,       345.4,       293.4,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3077"    ,   2,      -345.4,      -293.4
"Line.L_BSB_MT_3078"    ,   1,       751.3,       477.4,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3078"    ,   2,      -751.3,      -477.3
"Line.L_BSB_MT_3079"    ,   1,       751.3,       477.3,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3079"    ,   2,      -751.2,      -477.3
"Line.L_BSB_MT_3080"    ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3080"    ,   2,        -0.0,         0.0
"Line.L_BSB_MT_3081"    ,   1,       209.2,        94.7,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3081"    ,   2,      -209.2,       -94.7
"Line.L_BSB_MT_3082"    ,   1,       209.2,        94.7,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3082"    ,   2,      -209.2,       -94.7
"Line.L_BSB_MT_3083"    ,   1,       209.2,        94.7,         0.0,         0.0,         0.0,         0.0
"Line.L_BSB_MT_3083"    ,   2,      -209.2,       -94.7
"Line.L_BSB_MT_3084"    ,   1,       209.2,        94.7,         0.0,         0.0,         0.0,         0.0
