Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SES_ES01_PT_CH1_533_S", 13.8, 1,    7945.42,   -0.2,   0.99724, 2,    7945.42, -120.2,   0.99724, 3,    7945.42,  119.8,   0.99724
"SES_ES01_PT_TF_534", 13.8, 1,    7945.35,   -0.2,   0.99723, 2,    7945.35, -120.2,   0.99723, 3,    7945.35,  119.8,   0.99723
"SES_ES01_PT_CH1_536_S", 13.8, 1,    7945.02,   -0.2,   0.99719, 2,    7945.02, -120.2,   0.99719, 3,    7945.02,  119.8,   0.99719
"SES_ES01_PT_TF_537", 13.8, 1,    7944.95,   -0.2,   0.99718, 2,    7944.95, -120.2,   0.99718, 3,    7944.95,  119.8,   0.99718
"SES_ES01_PT_CH1_541_S", 13.8, 1,    7941.79,   -0.2,   0.99678, 2,    7941.79, -120.2,   0.99678, 3,    7941.79,  119.8,   0.99678
"SES_ES01_PT_TF_542", 13.8, 1,    7941.72,   -0.2,   0.99677, 2,    7941.72, -120.2,   0.99677, 3,    7941.72,  119.8,   0.99677
"SES_ES01_PT_CH1_544_S", 13.8, 1,    7941.79,   -0.2,   0.99678, 2,    7941.79, -120.2,   0.99678, 3,    7941.79,  119.8,   0.99678
"SES_ES01_PT_TF_545", 13.8, 1,    7941.72,   -0.2,   0.99677, 2,    7941.72, -120.2,   0.99677, 3,    7941.72,  119.8,   0.99677
"SES_ES01_PT_CH1_548_S", 13.8, 1,    7941.66,   -0.2,   0.99676, 2,    7941.66, -120.2,   0.99676, 3,    7941.66,  119.8,   0.99676
"SES_ES01_PT_TF_549", 13.8, 1,    7941.59,   -0.2,   0.99676, 2,    7941.59, -120.2,   0.99676, 3,    7941.59,  119.8,   0.99676
"SES_ES01_PT_CH1_552_S", 13.8, 1,    7941.66,   -0.2,   0.99676, 2,    7941.66, -120.2,   0.99676, 3,    7941.66,  119.8,   0.99676
"SES_ES01_PT_TF_553", 13.8, 1,    7941.59,   -0.2,   0.99676, 2,    7941.59, -120.2,   0.99676, 3,    7941.59,  119.8,   0.99676
"SES_ES01_11251823", 13.8, 1,    7941.99,   -0.2,   0.99681, 2,    7941.99, -120.2,   0.99681, 3,    7941.99,  119.8,   0.99681
"SES_ES01_11251797", 13.8, 1,    7941.86,   -0.2,   0.99679, 2,    7941.86, -120.2,   0.99679, 3,    7941.86,  119.8,   0.99679
"SES_ES01_PT_CH1_541", 13.8, 1,    7941.79,   -0.2,   0.99678, 2,    7941.79, -120.2,   0.99678, 3,    7941.79,  119.8,   0.99678
"SES_ES01_11251796", 13.8, 1,    7945.09,   -0.2,    0.9972, 2,    7945.09, -120.2,    0.9972, 3,    7945.09,  119.8,    0.9972
"SES_ES01_PT_CH1_536", 13.8, 1,    7945.02,   -0.2,   0.99719, 2,    7945.02, -120.2,   0.99719, 3,    7945.02,  119.8,   0.99719
"SES_ES01_11252189", 13.8, 1,    7941.72,   -0.2,   0.99677, 2,    7941.72, -120.2,   0.99677, 3,    7941.72,  119.8,   0.99677
"SES_ES01_PT_CH1_552", 13.8, 1,    7941.66,   -0.2,   0.99676, 2,    7941.66, -120.2,   0.99676, 3,    7941.66,  119.8,   0.99676
"SES_ES01_PT_CH1_544", 13.8, 1,    7941.79,   -0.2,   0.99678, 2,    7941.79, -120.2,   0.99678, 3,    7941.79,  119.8,   0.99678
"ES_ALES01", 13.8, 1,    7942.26,   -0.2,   0.99684, 2,    7942.26, -120.2,   0.99684, 3,    7942.26,  119.8,   0.99684
"SES_ES01_11261191", 13.8, 1,    7942.26,   -0.2,   0.99684, 2,    7942.26, -120.2,   0.99684, 3,    7942.26,  119.8,   0.99684
"SES_ES01_11261185", 13.8, 1,    7942.26,   -0.2,   0.99684, 2,    7942.26, -120.2,   0.99684, 3,    7942.26,  119.8,   0.99684
"SES_ES01_11261190", 13.8, 1,    7942.26,   -0.2,   0.99684, 2,    7942.26, -120.2,   0.99684, 3,    7942.26,  119.8,   0.99684
"SES_ES01_11261189", 13.8, 1,    7942.26,   -0.2,   0.99684, 2,    7942.26, -120.2,   0.99684, 3,    7942.26,  119.8,   0.99684
"SES_ES01_11261186", 13.8, 1,    7942.26,   -0.2,   0.99684, 2,    7942.26, -120.2,   0.99684, 3,    7942.26,  119.8,   0.99684
"SES_ES01_11261183", 13.8, 1,    7942.26,   -0.2,   0.99684, 2,    7942.26, -120.2,   0.99684, 3,    7942.26,  119.8,   0.99684
"SES_ES01_11261139", 13.8, 1,    7942.26,   -0.2,   0.99684, 2,    7942.26, -120.2,   0.99684, 3,    7942.26,  119.8,   0.99684
"SES_ES01_11261182", 13.8, 1,    7942.26,   -0.2,   0.99684, 2,    7942.26, -120.2,   0.99684, 3,    7942.26,  119.8,   0.99684
"SES_ES01_11261181", 13.8, 1,    7942.26,   -0.2,   0.99684, 2,    7942.26, -120.2,   0.99684, 3,    7942.26,  119.8,   0.99684
"SES_ES01_11261180", 13.8, 1,    7942.26,   -0.2,   0.99684, 2,    7942.26, -120.2,   0.99684, 3,    7942.26,  119.8,   0.99684
"SES_ES01_11261179", 13.8, 1,    7942.26,   -0.2,   0.99684, 2,    7942.26, -120.2,   0.99684, 3,    7942.26,  119.8,   0.99684
"SES_ES01_11251798", 13.8, 1,    7942.26,   -0.2,   0.99684, 2,    7942.26, -120.2,   0.99684, 3,    7942.26,  119.8,   0.99684
"SES_ES01_11251819", 13.8, 1,    7942.26,   -0.2,   0.99684, 2,    7942.26, -120.2,   0.99684, 3,    7942.26,  119.8,   0.99684
"SES_ES01_11251821", 13.8, 1,     7942.4,   -0.2,   0.99686, 2,     7942.4, -120.2,   0.99686, 3,     7942.4,  119.8,   0.99686
"SES_ES01_11251822", 13.8, 1,    7942.13,   -0.2,   0.99682, 2,    7942.13, -120.2,   0.99682, 3,    7942.13,  119.8,   0.99682
"SES_ES01_11251820", 13.8, 1,    7942.53,   -0.2,   0.99687, 2,    7942.53, -120.2,   0.99687, 3,    7942.53,  119.8,   0.99687
"SES_ES01_11251806", 13.8, 1,    7942.66,   -0.2,   0.99689, 2,    7942.66, -120.2,   0.99689, 3,    7942.66,  119.8,   0.99689
"SES_ES01_11251818", 13.8, 1,    7942.53,   -0.2,   0.99687, 2,    7942.53, -120.2,   0.99687, 3,    7942.53,  119.8,   0.99687
"SES_ES01_11251807", 13.8, 1,    7942.93,   -0.2,   0.99692, 2,    7942.93, -120.2,   0.99692, 3,    7942.93,  119.8,   0.99692
"SES_ES01_11251817", 13.8, 1,     7942.4,   -0.2,   0.99686, 2,     7942.4, -120.2,   0.99686, 3,     7942.4,  119.8,   0.99686
"SES_ES01_11251816", 13.8, 1,    7942.26,   -0.2,   0.99684, 2,    7942.26, -120.2,   0.99684, 3,    7942.26,  119.8,   0.99684
"SES_ES01_11251815", 13.8, 1,    7942.13,   -0.2,   0.99682, 2,    7942.13, -120.2,   0.99682, 3,    7942.13,  119.8,   0.99682
"SES_ES01_11251742", 13.8, 1,    7941.99,   -0.2,   0.99681, 2,    7941.99, -120.2,   0.99681, 3,    7941.99,  119.8,   0.99681
"SES_ES01_11251743", 13.8, 1,    7941.86,   -0.2,   0.99679, 2,    7941.86, -120.2,   0.99679, 3,    7941.86,  119.8,   0.99679
"SES_ES01_11251808", 13.8, 1,     7943.2,   -0.2,   0.99696, 2,     7943.2, -120.2,   0.99696, 3,     7943.2,  119.8,   0.99696
"SES_ES01_11251809", 13.8, 1,    7943.47,   -0.2,   0.99699, 2,    7943.47, -120.2,   0.99699, 3,    7943.47,  119.8,   0.99699
"SES_ES01_11251810", 13.8, 1,    7943.74,   -0.2,   0.99703, 2,    7943.74, -120.2,   0.99703, 3,    7943.74,  119.8,   0.99703
