Element, Terminal, P(kW), Q(kvar),  P_Normal, Q_Normal, P_Emergency, Q_Emergency
"Line.L_CEI_MT_5070"    ,   1,       -14.6,        -6.6,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_5070"    ,   2,        14.6,         6.6
"Line.L_CEI_MT_15536"   ,   1,        -4.2,        -1.9,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_15536"   ,   2,         4.2,         1.9
"Line.L_CEI_MT_15882A"  ,   1,         4.3,         1.9,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_15882A"  ,   2,        -4.3,        -1.9
"Line.L_CEI_MT_16214A"  ,   1,      -249.5,      -113.2,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_16214A"  ,   2,       249.5,       113.2
"Line.L_CEI_MT_16214A99",   1,       249.5,       113.2,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_16214A99",   2,      -249.5,      -113.2
"Line.L_CEI_MT_16434A"  ,   1,      -155.9,       -70.7,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_16434A"  ,   2,       155.9,        70.7
"Line.L_CEI_MT_171819"  ,   1,      1150.1,       524.9,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171819"  ,   2,     -1150.0,      -524.7
"Line.L_CEI_MT_171820"  ,   1,      1150.1,       525.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171820"  ,   2,     -1150.1,      -524.9
"Line.L_CEI_MT_171828"  ,   1,        -6.2,        -2.8,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171828"  ,   2,         6.2,         2.8
"Line.L_CEI_MT_171838"  ,   1,      -266.5,      -120.9,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171838"  ,   2,       266.5,       121.0
"Line.L_CEI_MT_171839"  ,   1,      -279.4,      -126.8,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171839"  ,   2,       279.5,       126.8
"Line.L_CEI_MT_171841"  ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171841"  ,   2,        -0.0,         0.0
"Line.L_CEI_MT_171843"  ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171843"  ,   2,        -0.0,        -0.0
"Line.L_CEI_MT_171854"  ,   1,        -0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171854"  ,   2,         0.0,         0.0
"Line.L_CEI_MT_171863"  ,   1,      1337.6,       614.1,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171863"  ,   2,     -1337.5,      -613.9
"Line.L_CEI_MT_171864"  ,   1,     -1337.6,      -614.1,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171864"  ,   2,      1337.7,       614.3
"Line.L_CEI_MT_171865"  ,   1,     -1337.7,      -614.3,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171865"  ,   2,      1337.8,       614.4
"Line.L_CEI_MT_171866"  ,   1,      1338.0,       614.6,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171866"  ,   2,     -1337.8,      -614.4
"Line.L_CEI_MT_171867"  ,   1,      -624.4,      -284.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171867"  ,   2,       624.4,       284.0
"Line.L_CEI_MT_171870"  ,   1,     -1962.4,      -898.7,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171870"  ,   2,      1963.7,       900.2
"Line.L_CEI_MT_171871"  ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171871"  ,   2,         0.0,         0.0
"Line.L_CEI_MT_171872"  ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171872"  ,   2,        -0.0,         0.0
"Line.L_CEI_MT_171881"  ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171881"  ,   2,        -0.0,         0.0
"Line.L_CEI_MT_171882"  ,   1,        -0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171882"  ,   2,         0.0,         0.0
"Line.L_CEI_MT_171885"  ,   1,     -1963.7,      -900.2,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171885"  ,   2,      1964.8,       901.5
"Line.L_CEI_MT_171886"  ,   1,        -0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171886"  ,   2,         0.0,        -0.0
"Line.L_CEI_MT_171887"  ,   1,        -0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171887"  ,   2,         0.0,         0.0
"Line.L_CEI_MT_171888"  ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171888"  ,   2,        -0.0,         0.0
"Line.L_CEI_MT_171889"  ,   1,     -1964.8,      -901.5,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171889"  ,   2,      1967.2,       904.4
"Line.L_CEI_MT_171893"  ,   1,     -1967.2,      -904.4,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171893"  ,   2,      1970.5,       908.3
"Line.L_CEI_MT_171895"  ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171895"  ,   2,         0.0,         0.0
"Line.L_CEI_MT_171897"  ,   1,      1997.7,       925.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171897"  ,   2,     -1992.0,      -918.1
"Line.L_CEI_MT_171898"  ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171898"  ,   2,        -0.0,        -0.0
"Line.L_CEI_MT_171900"  ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171900"  ,   2,         0.0,         0.0
"Line.L_CEI_MT_171901"  ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171901"  ,   2,         0.0,         0.0
"Line.L_CEI_MT_171903"  ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171903"  ,   2,         0.0,        -0.0
"Line.L_CEI_MT_171909"  ,   1,       500.8,       306.1,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171909"  ,   2,      -500.7,      -306.1
"Line.L_CEI_MT_171910"  ,   1,      -500.9,      -306.3,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171910"  ,   2,       500.9,       306.3
"Line.L_CEI_MT_171911"  ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171911"  ,   2,        -0.0,         0.0
"Line.L_CEI_MT_171919"  ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171919"  ,   2,        -0.0,        -0.0
"Line.L_CEI_MT_171921"  ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171921"  ,   2,         0.0,         0.0
"Line.L_CEI_MT_171953"  ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171953"  ,   2,        -0.0,         0.0
"Line.L_CEI_MT_171954"  ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171954"  ,   2,        -0.0,         0.0
"Line.L_CEI_MT_171955"  ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171955"  ,   2,        -0.0,         0.0
"Line.L_CEI_MT_171958"  ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171958"  ,   2,        -0.0,         0.0
"Line.L_CEI_MT_171959"  ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171959"  ,   2,         0.0,         0.0
"Line.L_CEI_MT_171960"  ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171960"  ,   2,         0.0,         0.0
"Line.L_CEI_MT_171961"  ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171961"  ,   2,        -0.0,         0.0
"Line.L_CEI_MT_171965"  ,   1,      6721.4,      3301.1,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171965"  ,   2,     -6717.5,     -3298.2
"Line.L_CEI_MT_171966"  ,   1,     -6721.4,     -3301.1,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171966"  ,   2,      6725.6,      3304.1
"Line.L_CEI_MT_171967"  ,   1,     -6725.6,     -3304.1,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171967"  ,   2,      6731.9,      3308.7
"Line.L_CEI_MT_171969"  ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171969"  ,   2,        -0.0,        -0.0
"Line.L_CEI_MT_171976"  ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171976"  ,   2,        -0.0,         0.0
"Line.L_CEI_MT_171977"  ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171977"  ,   2,         0.0,         0.0
"Line.L_CEI_MT_171978"  ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171978"  ,   2,        -0.0,         0.0
"Line.L_CEI_MT_171981"  ,   1,       -48.0,       -21.8,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171981"  ,   2,        48.0,        21.8
"Line.L_CEI_MT_171986"  ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171986"  ,   2,        -0.0,        -0.0
"Line.L_CEI_MT_171987"  ,   1,       -48.0,       -21.8,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171987"  ,   2,        48.0,        21.8
"Line.L_CEI_MT_171988"  ,   1,        48.0,        21.8,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171988"  ,   2,       -48.0,       -21.8
"Line.L_CEI_MT_171992"  ,   1,       -48.0,       -21.8,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171992"  ,   2,        48.0,        21.8
"Line.L_CEI_MT_171994"  ,   1,        -0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171994"  ,   2,        -0.0,        -0.0
"Line.L_CEI_MT_171995"  ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_171995"  ,   2,         0.0,         0.0
"Line.L_CEI_MT_172004"  ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_172004"  ,   2,         0.0,         0.0
"Line.L_CEI_MT_172005"  ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_CEI_MT_172005"  ,   2,        -0.0,        -0.0
